latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,addressen
46.49639,129.76512,338.72,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.42,3.38,D,"Hongkeli Town, Yilan County, Harbin City, Heilongjiang Province"
46.03004,126.61401,329.29,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.02,1.28,D,"Changling Subdistrict, Hulan District, Harbin City, Heilongjiang Province"
46.50969,129.89249,329.11,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.79,2.1,D,"Yugong Township, Yilan County, Harbin City, Heilongjiang Province"
45.2096,130.0999,336.56,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,287.51,2.61,D,"Longjiao Town, Linkou County, Mudanjiang City, Heilongjiang Province"
45.25771,130.54718,325.76,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,279.55,1.38,D,"Region directly under the jurisdiction of Mashan District (town), Mashan District, Jixi City, Heilongjiang Province"
45.1827,130.10692,326.48,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.72,1.97,D,"Longjiao Town, Linkou County, Mudanjiang City, Heilongjiang Province"
45.17057,130.06789,332.48,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.43,3.01,D,"Longjiao Town, Linkou County, Mudanjiang City, Heilongjiang Province"
45.13253,130.02359,325.04,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.82,3.76,D,"Longjiao Town, Linkou County, Mudanjiang City, Heilongjiang Province"
45.13056,130.03471,329.89,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,286.01,2.39,D,"Longjiao Town, Linkou County, Mudanjiang City, Heilongjiang Province"
45.11856,130.5806,332.79,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.49,4.15,D,"Region directly under the jurisdiction of Mashan District (town), Mashan District, Jixi City, Heilongjiang Province"
45.11451,130.57634,330.38,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.3,2.45,D,"Region directly under the jurisdiction of Mashan District (town), Mashan District, Jixi City, Heilongjiang Province"
46.05935,129.66927,348.52,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.82,8.67,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
46.05811,129.55774,351.5,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,273.79,11.23,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
45.36411,125.11414,328.95,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.57,2.75,D,"Sanjunman Mongolian Xibe Township, Fuyu City, Songyuan City, Jilin Province"
45.35229,125.04731,325.81,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.21,1.18,D,"Dawa Town, X131, Ningjiang District, Songyuan City, Jilin Province (Huala Line)"
45.64096,127.03127,330.42,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,267.21,2.38,D,"Biaodian Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
46.05978,129.56049,329.08,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.68,5.37,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
46.05909,129.55536,346.47,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.47,5.37,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
45.36503,125.11725,327.46,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.21,1.85,D,"Sanjunman Mongolian Xibe Township, Fuyu City, Songyuan City, Jilin Province"
45.35213,125.04538,325.04,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.18,1.74,D,"Dawa Town, X131, Ningjiang District, Songyuan City, Jilin Province (Huala Line)"
46.06381,129.56467,326.39,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.46,2.8,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
46.40008,132.28447,334.26,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,290.58,4.07,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.39874,132.27211,333.16,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,290.14,3.29,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.71016,127.07824,329.52,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.39,2.49,D,"Ducetu Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
45.38872,125.13055,334.88,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.28,5.89,D,"Sanjunman Mongolian Xibe Township, Fuyu City, Songyuan City, Jilin Province"
46.47462,131.78448,329.69,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.38,4.04,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.98993,128.0766,327.25,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.06,1.82,D,"Jianguo Township, Mulan County, Harbin City, Heilongjiang Province"
46.47144,131.72414,330.03,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.22,10.24,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.53218,132.20085,332.19,0.47,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.61,3.35,D,"Qingyuan Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.50029,131.91391,331.44,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.18,3.15,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.98291,127.96071,334.14,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.26,3.81,D,"Jixing Township, Mulan County, Harbin City, Heilongjiang Province"
45.67593,126.0302,331.4,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.9,2.82,D,"Yongsheng Town, Shuangcheng District, Harbin City, Heilongjiang Province"
45.98725,127.94401,341.34,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.1,4.01,D,"Jixing Township, Mulan County, Harbin City, Heilongjiang Province"
46.4951,131.70639,348.22,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,294.6,13.59,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.98748,127.87726,332.91,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.54,3.42,D,"Jixing Township, Mulan County, Harbin City, Heilongjiang Province"
46.50276,131.74113,327.7,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.9,2.06,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.49868,131.70555,326.21,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.6,2.54,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.60359,132.61664,326.98,0.49,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.65,2.89,D,"Jianshanzi Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.56862,132.2943,325.07,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.71,1.55,D,"Qingyuan Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.50225,131.70473,332.69,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.23,2.54,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.56747,132.24991,334.03,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.14,4.13,D,"Qingyuan Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.50582,131.70386,332.64,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,294.16,4.01,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.97507,127.72736,331.85,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.25,3.24,D,"Liuhe Town, Mulan County, Harbin City, Heilongjiang Province"
46.53749,131.94862,326.68,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.88,1.59,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.59954,132.47397,329.59,0.49,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,289.96,3.02,D,"Jianshanzi Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.25134,129.58385,326.02,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,278.87,1.89,D,"Yilan Town, Yilan County, Harbin City, Heilongjiang Province"
45.53389,124.98727,331.73,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.68,2.33,D,"Heping Township, Zhaoyuan County, Daqing City, Heilongjiang Province"
46.54779,131.90907,343.27,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,295.66,4.36,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.5471,131.90306,334.17,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,295.67,4.36,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.54641,131.897,335.89,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,298.33,6.27,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55139,131.90825,339.07,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,295.14,4.29,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.0382,128.01045,341.86,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.04,4.85,D,"Jixing Township, Mulan County, Harbin City, Heilongjiang Province"
46.55637,131.91948,334.02,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.21,3.49,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55568,131.91344,330.87,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.26,3.49,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55499,131.90739,326.98,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.67,4.29,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55292,131.88928,345.03,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,297.42,9.42,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55015,131.86519,339.57,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,294.19,3.28,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55997,131.91864,355.35,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,297.54,13.25,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55928,131.9126,351.21,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,300.47,13.25,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.36877,130.34357,329.45,0.42,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,280.38,2.14,D,"Tulongshan Town, Huanan County, Jiamusi City, Heilongjiang Province"
46.56427,131.92383,326.85,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.8,3.31,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.56358,131.9178,348.94,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.61,13.25,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.5615,131.89967,335.2,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,295.01,8.14,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.56478,131.92249,330.27,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.52,3.07,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.56411,131.91643,341.89,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.29,3.07,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.5621,131.89828,341.68,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,295.24,5.63,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.55473,131.83189,334.9,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,297.52,2.74,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.03563,127.78812,325.49,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.99,1.64,D,"Liuhe Town, Mulan County, Harbin City, Heilongjiang Province"
46.59492,131.82863,328.42,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,294.92,1.66,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.06544,127.69157,333.82,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.67,2.12,D,"Liuhe Town, Mulan County, Harbin City, Heilongjiang Province"
46.12624,127.86786,325.03,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.29,1.46,D,"Lidong Town, Mulan County, Harbin City, Heilongjiang Province"
46.14035,127.84804,330.23,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.94,2.23,D,"Lidong Town, Mulan County, Harbin City, Heilongjiang Province"
46.09946,127.57821,346.99,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,280.72,4.78,D,"Liuhe Town, Mulan County, Harbin City, Heilongjiang Province"
46.10225,127.57453,328.94,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,280.81,2.75,D,"Liuhe Town, Mulan County, Harbin City, Heilongjiang Province"
46.42964,129.76166,345.39,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,286.33,7.97,D,"Yugong Township, Yilan County, Harbin City, Heilongjiang Province"
46.16151,127.80779,325.6,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.86,3.03,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
45.53442,124.07599,328.83,0.43,0.38,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.74,2.67,D,"Taishan Town, Da 'an City, Baicheng City, Jilin Province"
46.42585,129.62743,326.24,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.99,2.59,D,"Hongkeli Town, Yilan County, Harbin City, Heilongjiang Province"
45.91315,126.15368,325.66,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,290.86,1.12,D,"Liming Town, Zhaodong City, Suihua City, Heilongjiang Province"
46.18301,127.83713,337.76,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.74,2.62,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.18258,127.81152,330.14,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.91,2.21,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.12156,127.38849,327.31,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.5,8.54,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.1208,127.3836,339.13,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.72,8.54,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.12005,127.3787,333.93,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,279.03,4.93,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.12406,127.38256,345.22,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,287.84,8.54,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.12331,127.37766,336.68,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.46,4.93,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.12732,127.38152,341.06,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,279.53,3.73,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.12656,127.37663,338.61,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.46,9.58,D,"Bayan Town, Bayan County, Harbin City, Heilongjiang Province"
46.10223,127.21986,334.01,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.31,3.33,D,"Xiji Town, Bayan County, Harbin City, Heilongjiang Province"
46.10778,127.23353,326.45,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.87,2.07,D,"Xiji Town, Bayan County, Harbin City, Heilongjiang Province"
46.10472,127.21391,340.48,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.32,3.33,D,"Xiji Town, Bayan County, Harbin City, Heilongjiang Province"
46.10799,127.21288,344.44,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.06,5.66,D,"Xiji Town, Bayan County, Harbin City, Heilongjiang Province"
46.21061,127.83882,335.2,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.8,2.29,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.14792,127.42637,332.99,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,280.83,2.89,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.06511,126.89712,335.1,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.72,2.79,D,"Fangtai Town, Hulan District, Harbin City, Heilongjiang Province"
46.48835,129.78351,345.91,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.04,6.57,D,"Hongkeli Town, Yilan County, Harbin City, Heilongjiang Province"
46.48765,129.77824,339.37,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.26,6.57,D,"Hongkeli Town, Yilan County, Harbin City, Heilongjiang Province"
46.23008,127.94617,343.16,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,278.33,4.73,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.15118,127.42533,325.59,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,279.13,2.89,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.49452,129.80379,326.53,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.29,2.39,D,"Hongkeli Town, Yilan County, Harbin City, Heilongjiang Province"
46.16068,127.37599,329.14,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.96,2.95,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.25631,127.98448,327.03,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.02,2.45,D,"Xinglong Forestry Bureau Office, Mulan County, Harbin City, Heilongjiang Province"
46.17678,127.45835,329.14,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,278.56,1.89,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.16469,127.37986,332.11,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.73,2.91,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.16394,127.37495,336.07,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.29,2.95,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.1823,127.47204,331.56,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.2,2.53,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.56334,130.14246,333.35,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.88,2.03,D,"Yugong Township, Yilan County, Harbin City, Heilongjiang Province"
46.24295,127.84935,336.1,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.14,3.59,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.18556,127.471,331.31,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.84,2.53,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
45.29975,122.46352,332.38,0.49,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.51,18.02,D,"Hoho Cheli Mongolian Ethnic Township, Bainan City, Jilin Province"
46.23734,127.78928,331.66,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.24,1.87,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.18957,127.47487,341.17,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.61,5.59,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.01854,126.37368,325,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.62,1.84,D,"Leye Town, Songbei District, Harbin City, Heilongjiang Province"
46.01292,126.32114,334.31,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,286.54,2.41,D,"Leye Town, Songbei District, Harbin City, Heilongjiang Province"
46.21116,127.48107,348.52,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.33,4.07,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.21442,127.48003,326.91,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,273.47,4.07,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
46.20915,127.44567,331.81,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,273.37,5.81,D,"Longquan Town, Bayan County, Harbin City, Heilongjiang Province"
